=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.09.25 13:04:31 =~=~=~=~=~=~=~=~=~=~=~=
œ&rÿ28,-10.97,10.00,20.97,0.00,20.97
2764,-10.95,10.00,20.95,0.00,20.95
5532,-10.95,10.00,20.95,0.00,20.95
8316,-10.95,10.00,20.95,0.00,20.95
11088,-10.94,10.00,20.94,0.00,20.94
13912,-10.95,10.00,20.95,0.00,20.95
16736,-10.95,10.00,20.95,0.00,20.95
19576,-10.94,10.00,20.94,0.00,20.94
22408,-10.95,10.00,20.95,0.00,20.95
25228,-10.94,10.00,20.94,0.00,20.94
28072,-10.94,10.00,20.94,0.00,20.94
30920,-10.95,10.00,20.95,0.00,20.95
33748,-10.94,10.00,20.94,0.00,20.94
36600,-10.95,10.00,20.95,0.00,20.95
39428,-10.97,10.00,20.97,0.00,20.97
42264,-10.97,10.00,20.97,0.00,20.97
45096,-10.95,10.00,20.95,0.00,20.95
48140,-10.95,10.00,20.95,0.00,20.95
51276,-10.94,0.00,10.94,0.00,10.94
54336,-10.95,0.00,10.95,0.00,10.95
57396,-10.95,0.00,10.95,0.00,10.95
60460,-10.94,0.00,10.94,0.00,10.94
63516,-10.92,0.00,10.92,0.00,10.92
66580,-10.95,0.00,10.95,0.00,10.95
69644,-10.95,0.00,10.95,0.00,10.95
72696,-10.90,0.00,10.90,0.00,10.90
75756,-10.97,0.00,10.97,0.00,10.97
78816,-10.95,0.00,10.95,0.00,10.95
81880,-10.94,0.00,10.94,0.00,10.94
84940,-10.95,0.00,10.95,0.00,10.95
88000,-10.95,0.00,10.95,0.00,10.95
91056,-10.94,0.00,10.94,0.00,10.94
94116,-10.97,0.00,10.97,0.00,10.97
97180,-10.92,0.00,10.92,0.00,10.92
100240,-10.94,10.00,20.94,0.00,20.94
103468,-10.94,10.00,20.94,0.00,20.94
106700,-10.95,10.00,20.95,0.00,20.95
109928,-10.95,10.00,20.95,0.00,20.95
113156,-10.97,10.00,20.97,0.00,20.97
116388,-10.92,10.00,20.92,0.00,20.92
119616,-10.95,10.00,20.95,0.00,20.95
122848,-10.94,10.00,20.94,0.00,20.94
126076,-10.97,10.00,20.97,0.00,20.97
129308,-10.95,10.00,20.95,0.00,20.95
132540,-10.92,10.00,20.92,0.00,20.92
135768,-10.95,10.00,20.95,0.00,20.95
139000,-10.95,10.00,20.95,0.00,20.95
142228,-10.94,10.00,20.94,0.00,20.94
145460,-10.95,10.00,20.95,0.00,20.95
148688,-10.95,10.00,20.95,0.00,20.95
151920,-10.95,0.00,10.95,0.00,10.95
155064,-10.95,0.00,10.95,0.00,10.95
158208,-10.92,0.00,10.92,0.00,10.92
161352,-10.97,0.00,10.97,0.00,10.97
164500,-10.97,0.00,10.97,0.00,10.97
167644,-10.94,0.00,10.94,0.00,10.94
170788,-10.94,0.00,10.94,0.00,10.94
173932,-10.94,0.00,10.94,0.00,10.94
177076,-10.95,0.00,10.95,0.00,10.95
180228,-10.95,0.00,10.95,0.00,10.95
183368,-10.95,0.00,10.95,0.00,10.95
186512,-10.97,0.00,10.97,0.00,10.97
189660,-10.95,0.00,10.95,0.00,10.95
192804,-10.94,0.00,10.94,0.00,10.94
195948,-10.95,0.00,10.95,0.00,10.95
