=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.09.25 14:29:34 =~=~=~=~=~=~=~=~=~=~=~=
0.00,-0.ÿ28,0.64,0.00,-0.64,0.00,-0.10
2520,0.71,0.00,-0.70,0.00,-0.11
5080,0.66,0.01,-0.65,0.00,-0.10
7672,0.67,0.01,-0.66,0.00,-0.10
10248,0.62,0.01,-0.61,0.00,-0.09
12872,0.71,0.02,-0.69,0.00,-0.10
15492,0.66,0.02,-0.64,0.00,-0.10
18116,0.62,0.02,-0.60,0.00,-0.09
20720,0.64,0.03,-0.61,0.00,-0.09
23328,0.69,0.03,-0.66,0.00,-0.10
25936,0.71,0.03,-0.68,0.00,-0.10
28560,0.71,0.04,-0.67,0.00,-0.10
31176,0.71,0.04,-0.67,0.00,-0.10
33784,0.62,0.04,-0.58,0.00,-0.09
36396,0.64,0.05,-0.59,0.00,-0.09
39020,0.60,0.05,-0.55,0.00,-0.08
41624,0.62,0.05,-0.57,0.00,-0.09
44232,0.60,0.06,-0.55,0.00,-0.08
46836,0.62,0.06,-0.56,0.00,-0.08
49560,0.62,0.06,-0.56,0.00,-0.08
52452,0.62,0.07,-0.55,0.00,-0.08
55340,0.62,0.07,-0.55,0.00,-0.08
58232,0.60,0.07,-0.53,0.00,-0.08
61124,0.60,0.08,-0.53,0.00,-0.08
64012,0.59,0.08,-0.51,0.00,-0.08
66900,0.60,0.08,-0.52,0.00,-0.08
69792,0.62,0.09,-0.53,0.00,-0.08
72684,0.59,0.09,-0.49,0.00,-0.07
75572,0.60,0.09,-0.51,0.00,-0.08
78464,0.62,0.10,-0.52,0.00,-0.08
81352,0.62,0.10,-0.52,0.00,-0.08
84244,0.57,0.11,-0.46,0.00,-0.07
87132,0.59,0.11,-0.48,0.00,-0.07
90024,0.60,0.11,-0.49,0.00,-0.07
92912,0.60,0.12,-0.49,0.00,-0.07
95804,0.60,0.12,-0.48,0.00,-0.07
98692,0.59,0.12,-0.46,0.00,-0.07
101584,0.60,0.13,-0.48,0.00,-0.07
104556,0.66,0.13,-0.52,0.00,-0.08
107540,0.66,0.14,-0.52,0.00,-0.08
110508,0.62,0.14,-0.48,0.00,-0.07
