=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.10.06 22:43:15 =~=~=~=~=~=~=~=~=~=~=~=
60288,-2.46,0.70,3.15,92
70132,2.33,0.87,-1.46,0
80340,-1.72,0.87,2.59,89
90136,3.26,1.05,-2.22,-88
100380,0.34,1.22,0.88,0
110204,0.45,1.22,0.77,0
120436,2.25,1.39,-0.85,0
130312,-0.46,1.56,2.03,10
140148,1.30,1.74,0.43,0
150004,0.55,1.74,1.19,0
160228,1.27,1.91,0.64,0
170104,2.82,2.08,-0.74,0
180328,1.69,2.08,0.39,0
190172,2.35,2.25,-0.10,0
200388,-0.88,2.42,3.30,93
210300,4.90,2.59,-2.32,-88
220244,-6.76,2.59,9.35,123
230220,10.08,2.76,-7.32,-113
240244,-8.30,2.92,11.22,133
250276,1.74,2.92,1.18,0
260156,10.62,3.09,-7.53,-114
270172,-10.55,3.26,13.81,146
280248,6.08,3.42,-2.65,-90
290204,10.57,3.42,-7.15,-112
300236,-11.01,3.58,14.59,149
310304,6.51,3.75,-2.77,-90
320276,10.99,3.75,-7.24,-113
330324,-10.94,3.91,14.84,151
340356,-3.68,4.07,7.75,115
350308,11.06,4.23,-6.83,-111
360344,-1.37,4.23,5.60,104
370236,-11.20,4.38,15.58,154
380308,10.95,4.54,-6.41,-109
390372,9.85,4.69,-5.16,-102
400332,-11.27,4.69,15.96,156
410372,9.13,4.85,-4.29,-98
420340,11.06,5.00,-6.06,-107
430364,-9.34,5.00,14.34,148
440436,-10.99,5.15,16.14,157
450092,11.06,5.30,-5.76,-105
460160,3.92,5.45,1.52,0
470052,-11.20,5.45,16.64,160
480116,11.06,5.59,-5.47,-104
490172,7.19,5.74,-1.46,0
500068,-11.25,5.74,16.99,161
510132,10.78,5.88,-4.90,-101
520212,10.95,6.02,-4.93,-101
530252,-11.27,6.16,17.42,164
540344,4.10,6.16,2.06,10
550292,11.04,6.29,-4.75,-100
560328,-11.27,6.43,17.70,165
570400,4.33,6.43,2.10,10
580352,11.08,6.56,-4.51,-99
590332,-11.23,6.69,17.92,166
600012,-2.96,6.82,9.78,125
610028,11.06,6.82,-4.24,-98
620036,-9.87,6.95,16.82,161
630100,-6.67,7.07,13.74,145
640164,11.04,7.07,-3.97,-96
650144,-8.30,7.19,15.49,154
660196,-8.72,7.31,16.03,157
670244,11.01,7.43,-3.57,-94
680256,-5.57,7.43,13.00,141
690300,-10.60,7.55,18.15,167
700388,11.08,7.66,-3.41,-94
710412,3.19,7.77,4.58,99
720332,-10.92,7.77,18.69,170
730420,11.01,7.88,-3.13,-92
740024,8.82,7.99,-0.83,0
750340,-10.95,7.99,18.94,171
760404,11.08,8.09,-2.99,-91
770440,9.10,8.19,-0.91,0
780308,-10.62,8.29,18.91,171
790372,11.08,8.29,-2.78,-90
800392,10.41,8.39,-2.02,-10
810372,-10.08,8.48,18.56,169
820428,11.02,8.48,-2.54,-89
830028,10.95,8.57,-2.38,-88
840436,-8.72,8.66,17.38,163
850036,10.81,8.75,-2.07,-10
860080,10.90,8.75,-2.15,-10
870068,-8.75,8.83,17.58,164
880088,10.92,8.91,-2.01,-10
890136,11.06,8.91,-2.15,-10
900192,9.06,8.99,-0.08,0
910052,7.26,9.06,1.80,0
920428,9.59,9.14,-0.45,0
930360,9.57,9.14,-0.44,0
940300,9.59,9.21,-0.38,0
950252,9.57,9.27,-0.30,0
960188,9.57,9.27,-0.30,0
970120,9.57,9.34,-0.24,0
980052,9.57,9.40,-0.17,0
990408,9.57,9.46,-0.12,0
1000336,9.57,9.46,-0.12,0
1010296,9.57,9.51,-0.06,0
1020276,9.57,9.56,-0.01,0
1030264,9.57,9.56,-0.01,0
1040248,9.57,9.61,0.04,0
1050200,9.57,9.66,0.09,0
1060160,9.55,9.70,0.15,0
1070128,9.50,9.70,0.20,0
1080072,9.57,9.74,0.17,0
1090032,9.55,9.78,0.23,0
1100000,9.57,9.78,0.21,0
1110444,9.55,9.82,0.26,0
1120420,9.55,9.85,0.29,0
1130384,9.54,9.88,0.34,0
1140336,9.54,9.88,0.34,0
1150304,9.55,9.90,0.35,0
1160264,9.54,9.93,0.39,0
1170240,9.55,9.95,0.39,0
1180224,9.54,9.95,0.41,0
1190200,9.55,9.96,0.41,0
1200176,9.54,9.98,0.44,0
1210136,9.55,9.98,0.42,0
1220096,9.55,9.99,0.43,0
1230080,9.54,9.99,0.46,0
1240056,9.55,10.00,0.44,0
1250064,9.54,10.00,0.46,0
1260080,9.54,10.00,0.46,0
1270088,9.50,10.00,0.50,0
1280112,9.54,10.00,0.46,0
1290120,9.54,9.99,0.46,0
1300072,9.54,9.99,0.45,0
1310040,9.54,9.98,0.44,0
1320008,9.54,9.98,0.44,0
1330408,9.54,9.96,0.43,0
1340392,9.54,9.95,0.41,0
1350376,9.54,9.95,0.41,0
1360344,9.54,9.93,0.39,0
1370304,9.54,9.90,0.37,0
1380264,9.54,9.88,0.34,0
1390216,9.54,9.88,0.34,0
1400204,9.54,9.85,0.31,0
1410192,9.54,9.82,0.28,0
1420172,9.54,9.82,0.28,0
1430120,9.54,9.78,0.24,0
1440088,9.54,9.74,0.21,0
1450052,9.54,9.70,0.17,0
1460016,9.54,9.70,0.17,0
1470416,9.48,9.66,0.17,0
1480392,9.54,9.61,0.08,0
1490368,9.54,9.56,0.03,0
1500328,9.54,9.56,0.03,0
1510288,9.54,9.51,-0.03,0
1520248,9.54,9.46,-0.08,0
1530224,9.54,9.46,-0.08,0
1540216,9.54,9.40,-0.14,0
1550204,9.54,9.34,-0.20,0
1560172,9.54,9.27,-0.26,0
1570148,9.54,9.27,-0.26,0
1580152,9.54,9.21,-0.33,0
1590152,9.54,9.14,-0.40,0
1600124,9.54,9.14,-0.40,0
1610096,9.54,9.06,-0.47,0
1620088,9.54,8.99,-0.55,0
1630080,9.55,8.91,-0.64,0
1640052,9.54,8.91,-0.63,0
1650036,9.54,8.83,-0.71,0
1660032,9.54,8.75,-0.79,0
1670024,9.48,8.75,-0.74,0
1680440,9.54,8.66,-0.88,0
1690416,9.54,8.57,-0.97,0
1700408,9.54,8.48,-1.06,0
1710392,9.54,8.48,-1.06,0
1720376,9.54,8.39,-1.15,0
1730368,9.54,8.29,-1.25,0
1740368,9.54,8.29,-1.25,0
1750352,9.54,8.19,-1.35,0
1760352,9.52,8.09,-1.43,0
1770344,9.54,7.99,-1.55,0
1780320,9.54,7.99,-1.55,0
1790296,9.54,7.88,-1.66,0
1800288,9.54,7.77,-1.77,0
1810296,9.54,7.77,-1.77,0
1820272,9.54,7.66,-1.88,0
1830256,9.54,7.55,-1.99,0
1840252,9.54,7.43,-2.11,-10
1850320,9.54,7.43,-2.11,-10
1860376,8.72,7.31,-1.40,0
1870360,8.24,7.19,-1.05,0
1880352,8.24,7.07,-1.17,0
1890344,8.23,7.07,-1.15,0
1900328,8.23,6.95,-1.28,0
1910328,8.21,6.82,-1.39,0
1920328,8.23,6.82,-1.41,0
1930328,8.21,6.69,-1.52,0
1940328,8.21,6.56,-1.65,0
1950320,8.21,6.43,-1.78,0
1960312,8.21,6.43,-1.78,0
1970316,8.21,6.29,-1.91,0
1980304,8.21,6.16,-2.05,-10
1990344,8.21,6.16,-2.05,-10
2000400,8.21,6.02,-2.19,-10
2010000,6.77,5.88,-0.90,0
2020316,4.19,5.74,1.55,0
2030288,5.69,5.74,0.05,0
2040264,5.66,5.59,-0.06,0
2050224,5.66,5.45,-0.21,0
2060208,5.66,5.45,-0.21,0
2070204,5.62,5.30,-0.32,0
2080196,5.66,5.15,-0.51,0
2090168,5.66,5.00,-0.66,0
2100144,5.66,5.00,-0.66,0
2110128,5.66,4.85,-0.81,0
2120128,5.66,4.69,-0.96,0
2130096,5.66,4.69,-0.96,0
2140072,5.66,4.54,-1.12,0
2150072,5.66,4.38,-1.27,0
2160072,5.66,4.23,-1.43,0
2170056,5.66,4.23,-1.43,0
2180072,5.64,4.07,-1.57,0
2190056,5.66,3.91,-1.75,0
2200056,5.66,3.91,-1.75,0
2210048,5.66,3.75,-1.91,0
2220052,5.66,3.58,-2.07,-10
2230136,5.39,3.42,-1.97,0
2240084,3.26,3.42,0.16,0
2250364,3.07,3.26,0.19,0
2260236,3.05,3.09,0.04,0
2270036,3.05,3.09,0.04,0
2280340,3.05,2.92,-0.13,0
2290272,3.05,2.76,-0.29,0
2300220,3.05,2.59,-0.46,0
2310180,3.05,2.59,-0.46,0
2320132,3.05,2.42,-0.63,0
2330084,3.05,2.25,-0.80,0
2340028,3.05,2.08,-0.97,0
2350396,3.05,2.08,-0.97,0
2360348,3.05,1.91,-1.14,0
2370316,3.05,1.74,-1.31,0
2380288,3.05,1.74,-1.31,0
2390252,3.03,1.56,-1.47,0
2400220,3.05,1.39,-1.66,0
2410164,3.05,1.22,-1.83,0
2420124,3.05,1.22,-1.83,0
2430008,3.05,1.05,-2.01,-10
2440364,3.05,0.87,-2.18,-10
2450356,3.05,0.87,-2.18,-10
2460324,0.64,0.70,0.06,0
2470228,-1.27,0.52,1.79,0
2480172,-1.49,0.35,1.84,0
2490100,-1.51,0.35,1.86,0
2500052,-1.51,0.17,1.69,0
2510024,-1.49,-0.00,1.49,0
2520008,-1.51,-0.00,1.51,0
2530000,-1.49,-0.17,1.32,0
2540424,-1.51,-0.35,1.16,0
2550396,-1.51,-0.52,0.99,0
2560392,-1.51,-0.52,0.99,0
2570312,-1.51,-0.70,0.81,0
2580268,-1.51,-0.87,0.64,0
2590244,-1.51,-0.87,0.64,0
2600204,-1.51,-1.05,0.47,0
2610172,-1.51,-1.22,0.29,0
2620140,-1.51,-1.39,0.12,0
2630004,-1.51,-1.39,0.12,0
2640292,-1.51,-1.56,-0.05,0
2650188,-1.51,-1.74,-0.22,0
2660172,-1.51,-1.91,-0.40,0
2670156,-1.49,-1.91,-0.41,0
2680144,-1.51,-2.08,-0.57,0
2690140,-1.51,-2.25,-0.74,0
2700148,-1.51,-2.25,-0.74,0
2710108,-1.51,-2.42,-0.91,0
2720112,-1.51,-2.59,-1.08,0
2730084,-1.51,-2.76,-1.24,0
2740052,-1.53,-2.76,-1.23,0
2750004,-1.51,-2.92,-1.41,0
2760428,-1.51,-3.09,-1.58,0
2770388,-1.51,-3.09,-1.58,0
2780316,-1.51,-3.26,-1.74,0
2790260,-1.51,-3.42,-1.91,0
2800188,-1.51,-3.58,-2.07,-10
2810108,-1.51,-3.58,-2.07,-10
2820068,-3.38,-3.75,-0.36,0
2830048,-4.36,-3.91,0.45,0
2840032,-4.41,-3.91,0.51,0
2850024,-4.41,-4.07,0.35,0
2860036,-4.43,-4.23,0.21,0
2870004,-4.40,-4.38,0.01,0
2880396,-4.43,-4.38,0.05,0
2890260,-4.43,-4.54,-0.11,0
2900168,-4.43,-4.69,-0.26,0
2910184,-4.43,-4.69,-0.26,0
2920156,-4.43,-4.85,-0.42,0
2930140,-4.41,-5.00,-0.59,0
2940124,-4.43,-5.15,-0.72,0
2950140,-4.43,-5.15,-0.72,0
2960124,-4.43,-5.30,-0.87,0
2970076,-4.43,-5.45,-1.01,0
2980044,-4.43,-5.45,-1.01,0
2990052,-4.43,-5.59,-1.16,0
3000028,-4.43,-5.74,-1.30,0
3010436,-4.45,-5.88,-1.43,0
3020396,-4.43,-5.88,-1.45,0
3030372,-4.43,-6.02,-1.59,0
3040348,-4.43,-6.16,-1.72,0
3050252,-4.43,-6.29,-1.86,0
3060180,-4.45,-6.29,-1.84,0
3070064,-4.41,-6.43,-2.01,-10
3080008,-4.45,-6.56,-2.11,-10
3090356,-4.43,-6.56,-2.13,-10
3100392,-6.44,-6.69,-0.25,0
3110404,-7.19,-6.82,0.37,0
3120404,-7.21,-6.95,0.26,0
3130400,-7.21,-6.95,0.26,0
3140400,-7.21,-7.07,0.14,0
3150420,-7.21,-7.19,0.02,0
3160432,-7.21,-7.19,0.02,0
3170428,-7.21,-7.31,-0.10,0
3180432,-7.21,-7.43,-0.22,0
3190008,-7.21,-7.55,-0.34,0
3200032,-7.21,-7.55,-0.34,0
3210056,-7.19,-7.66,-0.47,0
3220056,-7.21,-7.77,-0.56,0
3230088,-7.21,-7.77,-0.56,0
3240096,-7.21,-7.88,-0.67,0
3250120,-7.21,-7.99,-0.77,0
3260136,-7.21,-8.09,-0.88,0
3270144,-7.16,-8.09,-0.93,0
3280176,-7.21,-8.19,-0.98,0
3290200,-7.21,-8.29,-1.08,0
3300224,-7.21,-8.29,-1.08,0
3310208,-7.21,-8.39,-1.18,0
3320256,-7.21,-8.48,-1.27,0
3330280,-7.21,-8.57,-1.36,0
3340312,-7.21,-8.57,-1.36,0
3350336,-7.21,-8.66,-1.45,0
3360352,-7.21,-8.75,-1.53,0
3370384,-7.21,-8.75,-1.53,0
3380400,-7.21,-8.83,-1.62,0
3390000,-7.21,-8.91,-1.70,0
3400016,-7.21,-8.99,-1.78,0
3410040,-7.21,-8.99,-1.78,0
3420056,-7.21,-9.06,-1.85,0
3430048,-7.21,-9.14,-1.92,0
3440080,-7.21,-9.14,-1.92,0
3450112,-7.21,-9.21,-1.99,0
3460132,-7.21,-9.27,-2.06,-10
3470200,-7.18,-9.34,-2.16,-10
3480272,-7.21,-9.34,-2.12,-10
3490352,-7.21,-9.40,-2.19,-10
3500424,-8.16,-9.46,-1.30,0
3510008,-8.61,-9.51,-0.90,0
3520024,-8.63,-9.51,-0.88,0
3530040,-8.63,-9.56,-0.94,0
3540056,-8.63,-9.61,-0.98,0
3550080,-8.63,-9.61,-0.98,0
3560064,-8.63,-9.66,-1.03,0
3570104,-8.65,-9.70,-1.06,0
3580104,-8.63,-9.74,-1.12,0
3590152,-8.63,-9.74,-1.12,0
3600168,-8.63,-9.78,-1.15,0
3610192,-8.63,-9.82,-1.19,0
3620216,-8.63,-9.82,-1.19,0
3630240,-8.63,-9.85,-1.22,0
3640264,-8.63,-9.88,-1.25,0
3650288,-8.63,-9.90,-1.28,0
3660312,-8.63,-9.90,-1.28,0
3670336,-8.58,-9.93,-1.35,0
3680376,-8.63,-9.95,-1.32,0
3690392,-8.63,-9.95,-1.32,0
3700416,-8.63,-9.96,-1.33,0
3710000,-8.63,-9.98,-1.35,0
3720032,-8.63,-9.99,-1.36,0
3730040,-8.65,-9.99,-1.34,0
3740080,-8.63,-9.99,-1.37,0
3750080,-8.63,-10.00,-1.37,0
